id,debt,severity
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
4,20,BLOCKER
