id,value,severity
src/main/java/org/jhotdraw/color/AbstractColorWheelImageProducer.java,1,4
src/main/java/org/jhotdraw/color/AbstractHarmonicRule.java,2,3
src/main/java/org/jhotdraw/color/CIELABColorSpace.java,38,3
src/main/java/org/jhotdraw/color/CIELCHabColorSpace.java,39,3
src/main/java/org/jhotdraw/color/CIEXYChromaticityDiagramImageProducer.java,31,4
src/main/java/org/jhotdraw/color/CMYKGenericColorSpace.java,1,2
src/main/java/org/jhotdraw/color/CMYKNominalColorSpace.java,3,3
src/main/java/org/jhotdraw/color/ColorListCellRenderer.java,1,3
src/main/java/org/jhotdraw/color/ColorSliderUI.java,54,3
src/main/java/org/jhotdraw/color/ColorSquareImageProducer.java,7,3
src/main/java/org/jhotdraw/color/ColorTrackImageProducer.java,2,3
src/main/java/org/jhotdraw/color/ColorUtil.java,9,4
src/main/java/org/jhotdraw/color/ColorWheelChooser.java,5,3
src/main/java/org/jhotdraw/color/ComplexColorWheelImageProducer.java,12,3
src/main/java/org/jhotdraw/color/CompositeColor.java,12,3
src/main/java/org/jhotdraw/color/DefaultColorSliderModel.java,5,3
src/main/java/org/jhotdraw/color/DefaultHarmonicColorModel.java,6,3
src/main/java/org/jhotdraw/color/HarmonicColorModel.java,3,3
src/main/java/org/jhotdraw/color/HSBColorSpace.java,3,3
src/main/java/org/jhotdraw/color/HSLColorSpace.java,12,4
src/main/java/org/jhotdraw/color/HSLHarmonicColorWheelImageProducer.java,7,3
src/main/java/org/jhotdraw/color/HSLPhysiologicColorSpace.java,13,4
src/main/java/org/jhotdraw/color/HSVColorSpace.java,10,4
src/main/java/org/jhotdraw/color/HSVHarmonicColorWheelImageProducer.java,12,4
src/main/java/org/jhotdraw/color/HSVPhysiologicColorSpace.java,11,4
src/main/java/org/jhotdraw/color/JColorWheel.java,9,3
src/main/java/org/jhotdraw/color/JHarmonicColorWheel.java,22,3
src/main/java/org/jhotdraw/color/NamedColorSpace.java,1,2
src/main/java/org/jhotdraw/color/PolarColorWheelImageProducer.java,7,3
src/main/java/org/jhotdraw/color/QuantizingColorWheelImageProducer.java,7,3
src/main/java/org/jhotdraw/draw,,
src/main/java/org/jhotdraw/draw/AbstractAttributedCompositeFigure.java,7,3
src/main/java/org/jhotdraw/draw/AbstractAttributedDecoratedFigure.java,1,2
src/main/java/org/jhotdraw/draw/AbstractAttributedFigure.java,6,3
src/main/java/org/jhotdraw/draw/AbstractCompositeFigure.java,19,4
src/main/java/org/jhotdraw/draw/AbstractConstrainer.java,1,3
src/main/java/org/jhotdraw/draw/AbstractDrawing.java,9,3
src/main/java/org/jhotdraw/draw/AbstractFigure.java,14,3
src/main/java/org/jhotdraw/draw/action,,
src/main/java/org/jhotdraw/draw/action/AbstractDrawingEditorAction.java,5,3
src/main/java/org/jhotdraw/draw/action/AbstractDrawingViewAction.java,7,3
src/main/java/org/jhotdraw/draw/action/AbstractSelectedAction.java,6,3
src/main/java/org/jhotdraw/draw/action/AttributeAction.java,6,3
src/main/java/org/jhotdraw/draw/action/AttributeToggler.java,12,3
src/main/java/org/jhotdraw/draw/action/BringToFrontAction.java,3,3
src/main/java/org/jhotdraw/draw/action/ButtonFactory.java,92,4
src/main/java/org/jhotdraw/draw/action/ColorIcon.java,5,3
src/main/java/org/jhotdraw/draw/action/DefaultAttributeAction.java,1,3
src/main/java/org/jhotdraw/draw/action/DrawingAttributeAction.java,4,3
src/main/java/org/jhotdraw/draw/action/DrawingColorChooserAction.java,4,3
src/main/java/org/jhotdraw/draw/action/DrawingColorChooserHandler.java,7,3
src/main/java/org/jhotdraw/draw/action/DrawingColorIcon.java,3,3
src/main/java/org/jhotdraw/draw/action/EditCanvasAction.java,2,3
src/main/java/org/jhotdraw/draw/action/EditCanvasPanel.java,17,4
src/main/java/org/jhotdraw/draw/action/EditGridAction.java,2,3
src/main/java/org/jhotdraw/draw/action/EditGridPanel.java,18,3
src/main/java/org/jhotdraw/draw/action/EditorColorChooserAction.java,4,3
src/main/java/org/jhotdraw/draw/action/EditorColorIcon.java,3,3
src/main/java/org/jhotdraw/draw/action/FontChooserHandler.java,10,3
src/main/java/org/jhotdraw/draw/action/GroupAction.java,9,3
src/main/java/org/jhotdraw/draw/action/ImageBevelBorder.java,11,3
src/main/java/org/jhotdraw/draw/action/IncreaseHandleDetailLevelAction.java,2,3
src/main/java/org/jhotdraw/draw/action/MoveAction.java,7,3
src/main/java/org/jhotdraw/draw/action/MoveConstrainedAction.java,10,3
src/main/java/org/jhotdraw/draw/action/PickAttributesAction.java,1,3
src/main/java/org/jhotdraw/draw/action/SelectionColorChooserHandler.java,9,3
src/main/java/org/jhotdraw/draw/action/SelectionColorIcon.java,3,3
src/main/java/org/jhotdraw/draw/action/SelectSameAction.java,2,3
src/main/java/org/jhotdraw/draw/action/SendToBackAction.java,3,3
src/main/java/org/jhotdraw/draw/action/StrokeIcon.java,1,3
src/main/java/org/jhotdraw/draw/action/ToggleGridAction.java,1,2
src/main/java/org/jhotdraw/draw/action/UngroupAction.java,2,3
src/main/java/org/jhotdraw/draw/action/ZoomEditorAction.java,1,2
src/main/java/org/jhotdraw/draw/AttributeKey.java,6,3
src/main/java/org/jhotdraw/draw/AttributeKeys.java,61,4
src/main/java/org/jhotdraw/draw/BezierFigure.java,18,4
src/main/java/org/jhotdraw/draw/CompositeFigure.java,3,2
src/main/java/org/jhotdraw/draw/ConnectionFigure.java,1,2
src/main/java/org/jhotdraw/draw/connector,,
src/main/java/org/jhotdraw/draw/connector/AbstractConnector.java,9,3
src/main/java/org/jhotdraw/draw/connector/ChopDiamondConnector.java,9,3
src/main/java/org/jhotdraw/draw/connector/ChopEllipseConnector.java,2,3
src/main/java/org/jhotdraw/draw/connector/ChopRectangleConnector.java,2,3
src/main/java/org/jhotdraw/draw/connector/ChopRoundRectangleConnector.java,4,4
src/main/java/org/jhotdraw/draw/connector/LocatorConnector.java,1,3
src/main/java/org/jhotdraw/draw/connector/StickyRectangleConnector.java,1,2
src/main/java/org/jhotdraw/draw/decoration,,
src/main/java/org/jhotdraw/draw/decoration/AbstractLineDecoration.java,2,3
src/main/java/org/jhotdraw/draw/decoration/ArrowTip.java,5,4
src/main/java/org/jhotdraw/draw/decoration/CompositeLineDecoration.java,2,2
src/main/java/org/jhotdraw/draw/DefaultDrawing.java,9,3
src/main/java/org/jhotdraw/draw/DefaultDrawingEditor.java,7,3
src/main/java/org/jhotdraw/draw/DefaultDrawingView.java,64,5
src/main/java/org/jhotdraw/draw/DefaultDrawingViewBeanInfo.java,24,3
src/main/java/org/jhotdraw/draw/DefaultDrawingViewTransferHandler.java,85,5
src/main/java/org/jhotdraw/draw/DiamondFigure.java,21,4
src/main/java/org/jhotdraw/draw/DrawingEditor.java,6,2
src/main/java/org/jhotdraw/draw/DrawingView.java,11,2
src/main/java/org/jhotdraw/draw/event,,
src/main/java/org/jhotdraw/draw/event/AbstractAttributeEditorHandler.java,16,3
src/main/java/org/jhotdraw/draw/event/AttributeChangeEdit.java,5,3
src/main/java/org/jhotdraw/draw/event/BezierNodeEdit.java,4,3
src/main/java/org/jhotdraw/draw/event/CompositeFigureEvent.java,2,3
src/main/java/org/jhotdraw/draw/event/DrawingAttributeEditorHandler.java,1,3
src/main/java/org/jhotdraw/draw/event/DrawingComponentRepainter.java,1,3
src/main/java/org/jhotdraw/draw/event/FigureAdapter.java,8,3
src/main/java/org/jhotdraw/draw/event/FigureEvent.java,3,3
src/main/java/org/jhotdraw/draw/event/FigureSelectionEvent.java,2,3
src/main/java/org/jhotdraw/draw/event/FigureSelectionListener.java,1,2
src/main/java/org/jhotdraw/draw/event/HandleMulticaster.java,5,3
src/main/java/org/jhotdraw/draw/event/SelectionComponentDisplayer.java,1,3
src/main/java/org/jhotdraw/draw/event/SelectionComponentRepainter.java,1,3
src/main/java/org/jhotdraw/draw/event/SetBoundsEdit.java,1,3
src/main/java/org/jhotdraw/draw/event/ToolAdapter.java,5,3
src/main/java/org/jhotdraw/draw/event/ToolEvent.java,1,3
src/main/java/org/jhotdraw/draw/event/TransformEdit.java,3,4
src/main/java/org/jhotdraw/draw/event/TransformRestoreEdit.java,3,3
src/main/java/org/jhotdraw/draw/Figure.java,5,2
src/main/java/org/jhotdraw/draw/FigureLayerComparator.java,1,2
src/main/java/org/jhotdraw/draw/GraphicalCompositeFigure.java,14,3
src/main/java/org/jhotdraw/draw/GridConstrainer.java,26,4
src/main/java/org/jhotdraw/draw/GroupFigure.java,1,3
src/main/java/org/jhotdraw/draw/gui,,
src/main/java/org/jhotdraw/draw/gui/JAttributeSlider.java,1,3
src/main/java/org/jhotdraw/draw/gui/JAttributeSliderBeanInfo.java,24,3
src/main/java/org/jhotdraw/draw/gui/JAttributeTextArea.java,2,3
src/main/java/org/jhotdraw/draw/gui/JAttributeTextAreaBeanInfo.java,23,3
src/main/java/org/jhotdraw/draw/gui/JAttributeTextField.java,2,3
src/main/java/org/jhotdraw/draw/gui/JAttributeTextFieldBeanInfo.java,23,3
src/main/java/org/jhotdraw/draw/handle,,
src/main/java/org/jhotdraw/draw/handle/AbstractConnectionHandle.java,8,3
src/main/java/org/jhotdraw/draw/handle/AbstractHandle.java,8,3
src/main/java/org/jhotdraw/draw/handle/AbstractRotateHandle.java,3,3
